journal,total_articles,open_data_articles,open_code_articles,pdf_covered,pdf_covered_od,xml_only,xml_only_od,open_data_pct,open_code_pct,corrected_od,ci_lo,ci_hi,corrected_pct,ci_lo_pct,ci_hi_pct
BMC Pediatrics,1143,82.0,17.0,1143.0,82.0,0.0,0.0,7.2,1.5,82.0,,,7.2,,
Journal of Imaging Informatics in Medicine,362,26.0,44.0,362.0,26.0,0.0,0.0,7.2,12.2,26.0,,,7.2,,
Chinese Medicine,221,16.0,4.0,221.0,16.0,0.0,0.0,7.2,1.8,16.0,,,7.2,,
Frontiers in Cardiovascular Medicine,1767,126.0,27.0,1084.0,94.0,683.0,32.0,7.1,1.5,153.22693726937268,142.75823525739239,165.6892754831419,8.7,8.07913,9.376869
Journal of Feline Medicine and Surgery,140,10.0,2.0,20.0,5.0,120.0,5.0,7.1,1.4,24.018091974177096,23.894028194652876,24.142816154087964,17.2,17.067163,17.244869
The Lancet Regional Health - Western Pacific,309,22.0,20.0,0.0,0.0,309.0,22.0,7.1,6.5,48.97158683350602,48.652122601231156,49.292751596776505,15.8,15.745023,15.952347
Malaria Journal,517,36.0,31.0,517.0,36.0,0.0,0.0,7.0,6.0,36.0,,,7.0,,
AMBIO,129,9.0,8.0,129.0,9.0,0.0,0.0,7.0,6.2,9.0,,,7.0,,
European Psychiatry,115,8.0,9.0,66.0,5.0,49.0,3.0,7.0,7.8,8.322033898305085,8.0,12.926117442016881,7.2,6.956522,11.240102
BMC Nutrition,244,17.0,5.0,244.0,17.0,0.0,0.0,7.0,2.0,17.0,,,7.0,,
BioMed Research International,171,12.0,1.0,24.0,1.0,147.0,11.0,7.0,0.6,24.29716266836694,24.145184538449772,24.449949788757753,14.2,14.119991,14.298216
Reviews in Cardiovascular Medicine,329,23.0,7.0,217.0,15.0,112.0,8.0,7.0,2.1,23.0,23.0,27.47725947337767,7.0,6.990881,8.351751
Environment & Health,114,8.0,3.0,17.0,1.0,97.0,7.0,7.0,2.6,16.372957679126486,16.272672790677742,16.4737763912211,14.4,14.274274,14.450681
Discover Mental Health,130,9.0,3.0,130.0,9.0,0.0,0.0,6.9,2.3,9.0,,,6.9,,
OncoTargets and Therapy,116,8.0,3.0,53.0,6.0,63.0,2.0,6.9,2.6,13.132075471698112,9.334564113973261,20.223365289843663,11.3,8.047038,17.433936
International Dental Journal,320,22.0,5.0,0.0,0.0,320.0,22.0,6.9,1.6,50.71491193113892,50.384075185741004,51.04750974423457,15.8,15.745023,15.952347
Animal Bioscience,247,17.0,1.0,113.0,14.0,134.0,3.0,6.9,0.4,31.05454545454545,24.364780185519145,41.11514279518387,12.6,9.864283,16.645807
Depression and Anxiety,160,11.0,5.0,49.0,5.0,111.0,6.0,6.9,3.1,22.591735076113814,22.476976080053912,22.707104942531366,14.1,14.04811,14.191941
Anais da Academia Brasileira de Ciências,118,8.0,3.0,118.0,8.0,0.0,0.0,6.8,2.5,8.0,,,6.8,,
Neurology Neuroimmunology & Neuroinflammation,162,11.0,4.0,2.0,1.0,160.0,10.0,6.8,2.5,26.35745596556946,26.192037592870502,26.523754872117284,16.3,16.167924,16.372688
Iranian Journal of Microbiology,132,9.0,1.0,0.0,0.0,132.0,9.0,6.8,0.8,20.919901171594805,20.783431014118165,21.05709776949676,15.8,15.745023,15.952347
Frontiers in Medicine,3462,237.0,34.0,2220.0,189.0,1242.0,48.0,6.8,1.0,292.874321880651,279.4263477467614,308.1153754522254,8.5,8.071241,8.899924
Frontiers in Digital Health,341,23.0,19.0,213.0,21.0,128.0,2.0,6.7,5.6,33.61971830985915,29.370087822829845,39.68987115183184,9.9,8.612929,11.639258
ACS Catalysis,253,17.0,6.0,29.0,8.0,224.0,9.0,6.7,2.4,43.50043835179724,43.2688526300187,43.7332568209642,17.2,17.102313,17.285872
Frontiers in Robotics and AI,313,21.0,20.0,172.0,19.0,141.0,2.0,6.7,6.4,34.666666666666664,29.19354374912173,42.54937326833864,11.1,9.327011,13.594049
Critical Care,356,24.0,14.0,356.0,24.0,0.0,0.0,6.7,3.9,24.0,,,6.7,,
International Journal of Women s Health,351,23.0,4.0,150.0,20.0,201.0,3.0,6.6,1.1,46.8,37.6874631140987,59.593282795980244,13.3,10.737169,16.978143
European Journal of Nutrition,182,12.0,8.0,182.0,12.0,0.0,0.0,6.6,4.4,12.0,,,6.6,,
BMC Musculoskeletal Disorders,1424,94.0,17.0,1424.0,94.0,0.0,0.0,6.6,1.2,94.0,,,6.6,,
ChemistryOpen,183,12.0,3.0,74.0,10.0,109.0,2.0,6.6,1.6,24.014285714285712,17.536283970454065,34.704815897371105,13.1,9.582669,18.96438
Annals of Biomedical Engineering,121,8.0,7.0,121.0,8.0,0.0,0.0,6.6,5.8,8.0,,,6.6,,
Bioscience Reports,106,7.0,0.0,0.0,0.0,106.0,7.0,6.6,0.0,16.79931457718977,16.68972490527671,16.909487602777702,15.8,15.745023,15.952347
Frontiers in Sociology,347,23.0,2.0,213.0,22.0,134.0,1.0,6.6,0.6,35.840375586854464,31.273086400415455,42.29123336110632,10.3,9.012417,12.187675
BMC Pharmacology and Toxicology,201,13.0,2.0,201.0,13.0,0.0,0.0,6.5,1.0,13.0,,,6.5,,
BMC Oral Health,2196,142.0,26.0,2196.0,142.0,0.0,0.0,6.5,1.2,142.0,,,6.5,,
Journal of the Pakistan Medical Association,108,7.0,1.0,108.0,7.0,0.0,0.0,6.5,0.9,7.0,,,6.5,,
Antimicrobial Agents and Chemotherapy,323,21.0,16.0,4.0,2.0,319.0,19.0,6.5,5.0,52.556427831354114,52.22662495078556,52.88798627628383,16.3,16.169234,16.37399
Journal of Cancer Survivorship,107,7.0,0.0,107.0,7.0,0.0,0.0,6.5,0.0,7.0,,,6.5,,
EClinicalMedicine,639,41.0,47.0,4.0,0.0,635.0,41.0,6.4,7.4,100.6374033633538,99.98089919670481,101.29740214871546,15.7,15.646463,15.852489
Cancer Biology & Therapy,125,8.0,1.0,56.0,5.0,69.0,3.0,6.4,0.8,11.160714285714285,8.0,18.28680550108401,8.9,6.4,14.629444
Journal of Clinical Microbiology,141,9.0,7.0,2.0,0.0,139.0,9.0,6.4,5.0,22.02928987008847,21.88558265880625,22.17376204515189,15.6,15.52169,15.726072
BMC Urology,346,22.0,8.0,346.0,22.0,0.0,0.0,6.4,2.3,22.0,,,6.4,,
Investigative Ophthalmology & Visual Science,895,57.0,32.0,1.0,0.0,894.0,57.0,6.4,3.6,141.68478520761937,140.76051005016393,142.61398034795533,15.8,15.727431,15.934523
Pediatric Rheumatology,143,9.0,5.0,143.0,9.0,0.0,0.0,6.3,3.5,9.0,,,6.3,,
Current Research in Food Science,384,24.0,7.0,0.0,0.0,384.0,24.0,6.2,1.8,60.8578943173667,60.460890222889205,61.25701169308148,15.8,15.745023,15.952347
Health and Quality of Life Outcomes,146,9.0,4.0,146.0,9.0,0.0,0.0,6.2,2.7,9.0,,,6.2,,
Molecular Genetics & Genomic Medicine,210,13.0,1.0,98.0,8.0,112.0,5.0,6.2,0.5,17.142857142857142,13.0,25.123062863848222,8.2,6.190476,11.963363
Environmental Health Perspectives,306,19.0,30.0,9.0,0.0,297.0,19.0,6.2,9.8,47.06977763608831,46.76271978176587,47.37846998136771,15.4,15.281935,15.48316
Journal of Veterinary Internal Medicine,434,27.0,5.0,249.0,25.0,185.0,2.0,6.2,1.2,43.57429718875502,37.75279374162558,51.64221087786741,10.0,8.6988,11.899127
Environmental Health and Preventive Medicine,115,7.0,2.0,27.0,2.0,88.0,5.0,6.1,1.7,15.946600781063204,15.855620676078775,16.038065179664507,13.9,13.787496,13.946144
Renal Failure,658,40.0,14.0,269.0,24.0,389.0,16.0,6.1,2.1,58.70631970260223,47.60733348167004,74.30508456601771,8.9,7.235157,11.292566
BMC Neurology,641,39.0,17.0,640.0,39.0,1.0,0.0,6.1,2.7,39.0609375,39.044894413403185,39.08222008183912,6.1,6.091247,6.09707
Psychological Medicine,342,21.0,47.0,226.0,17.0,116.0,4.0,6.1,13.7,28.372549019607845,23.996587159418368,35.032649981748264,8.3,7.016546,10.243465
Thrombosis Journal,147,9.0,3.0,147.0,9.0,0.0,0.0,6.1,2.0,9.0,,,6.1,,
Journal of General Internal Medicine,268,16.0,3.0,268.0,16.0,0.0,0.0,6.0,1.1,16.0,,,6.0,,
Journal of Agricultural and Food Chemistry,298,18.0,6.0,23.0,2.0,275.0,16.0,6.0,2.0,45.58312744082251,45.29881461274618,45.86895368645158,15.3,15.200945,15.392266
Journal of Experimental Biology,200,12.0,27.0,0.0,0.0,200.0,12.0,6.0,13.5,31.696819956961825,31.49004699108813,31.904693590146604,15.8,15.745023,15.952347
Frontiers in Oral Health,216,13.0,0.0,127.0,9.0,89.0,4.0,6.0,0.0,15.30708661417323,13.0,20.499154847536744,7.1,6.018519,9.490349
Small Methods,136,8.0,5.0,58.0,7.0,78.0,1.0,5.9,3.7,19.361759783215113,19.28111832652437,19.442830500157175,14.2,14.177293,14.296199
The Journal of Organic Chemistry,304,18.0,0.0,33.0,14.0,271.0,4.0,5.9,0.0,56.94919104168327,56.669013672924414,57.230859814648646,18.7,18.641123,18.825941
The Journal of Physical Chemistry B,424,25.0,23.0,53.0,6.0,371.0,19.0,5.9,5.4,64.7976010201642,64.41403716846847,65.18320660972195,15.3,15.19199,15.373398
Journal of the American Heart Association,1531,90.0,46.0,15.0,5.0,1516.0,85.0,5.9,3.0,245.26189527377062,243.694556192448,246.83757741331127,16.0,15.917345,16.122637
Scandinavian Journal of Trauma Resuscitation and Emergency Medicine,172,10.0,3.0,172.0,10.0,0.0,0.0,5.8,1.7,10.0,,,5.8,,
Analytical and Bioanalytical Chemistry,294,17.0,12.0,294.0,17.0,0.0,0.0,5.8,4.1,17.0,,,5.8,,
Journal of the American Chemical Society,1291,75.0,20.0,143.0,54.0,1148.0,21.0,5.8,1.5,494.8985507246377,406.54355305751136,590.4633165773489,38.3,31.490593,45.736895
The Lancet Regional Health - Americas,359,21.0,17.0,0.0,0.0,359.0,21.0,5.8,4.7,56.895791822746475,56.524634349003186,57.26892499431315,15.8,15.745023,15.952347
Social Psychiatry and Psychiatric Epidemiology,120,7.0,8.0,120.0,7.0,0.0,0.0,5.8,6.7,7.0,,,5.8,,
Narra J,227,13.0,2.0,58.0,12.0,169.0,1.0,5.7,0.9,46.96551724137931,32.70480575975263,67.38039255335698,20.7,14.407403,29.682992
Bulletin of Mathematical Biology,123,7.0,34.0,122.0,7.0,1.0,0.0,5.7,27.6,7.061946902654867,7.030327788623801,7.122371250074745,5.7,5.715714,5.790546
Tropical Medicine and Health,159,9.0,1.0,159.0,9.0,0.0,0.0,5.7,0.6,9.0,,,5.7,,
AIDS Research and Therapy,140,8.0,2.0,140.0,8.0,0.0,0.0,5.7,1.4,8.0,,,5.7,,
Veterinary Medicine and Science,600,34.0,9.0,264.0,19.0,336.0,15.0,5.7,1.5,43.18181818181819,34.64247749591479,55.84667131442684,7.2,5.773746,9.307779
Analytical Chemistry,558,32.0,34.0,56.0,9.0,502.0,23.0,5.7,6.1,91.14545454545454,53.453709203782715,150.88526186430516,16.3,9.579518,27.04037
Acta Biochimica et Biophysica Sinica,192,11.0,2.0,94.0,9.0,98.0,2.0,5.7,1.0,16.636363636363637,12.547645267062327,24.65628934086231,8.7,6.535232,12.841817
Journal for ImmunoTherapy of Cancer,715,41.0,22.0,13.0,1.0,702.0,40.0,5.7,3.1,112.255838048936,111.53006493871933,112.98547450141459,15.7,15.59861,15.802164
Physiological Reports,617,35.0,11.0,320.0,22.0,297.0,13.0,5.7,1.8,42.41875,35.61335475567668,52.26289585573335,6.9,5.772019,8.470486
The Italian Journal of Pediatrics/Italian journal of pediatrics,377,21.0,1.0,377.0,21.0,0.0,0.0,5.6,0.3,21.0,,,5.6,,
BMC Health Services Research,2205,124.0,40.0,2205.0,124.0,0.0,0.0,5.6,1.8,124.0,,,5.6,,
BMC Primary Care,590,33.0,7.0,590.0,33.0,0.0,0.0,5.6,1.2,33.0,,,5.6,,
Advances in Therapy,284,16.0,12.0,283.0,16.0,1.0,0.0,5.6,4.2,16.05693950177936,16.0353484679292,16.09048146702412,5.7,5.646249,5.665662
Frontiers in Oncology,4069,228.0,125.0,2595.0,189.0,1474.0,39.0,5.6,3.1,296.0757341576507,282.25096236128985,311.7678400223126,7.3,6.936617,7.662026
Environmental Science and Pollution Research,721,40.0,46.0,721.0,40.0,0.0,0.0,5.5,6.4,40.0,,,5.5,,
JACS Au,550,30.0,12.0,69.0,9.0,481.0,21.0,5.5,2.2,71.73913043478261,42.74959861595125,119.47855672385457,13.0,7.772654,21.723374
Nanoscale Advances,669,37.0,14.0,335.0,17.0,334.0,20.0,5.5,2.1,37.0,37.0,44.03500166357931,5.5,5.530643,6.582213
Journal of Chemical Theory and Computation,437,24.0,47.0,55.0,6.0,382.0,18.0,5.5,10.8,66.54092611779708,66.14598975297832,66.93796475718001,15.2,15.136382,15.317612
BMC Nephrology,609,33.0,10.0,609.0,33.0,0.0,0.0,5.4,1.6,33.0,,,5.4,,
International Breastfeeding Journal,111,6.0,0.0,111.0,6.0,0.0,0.0,5.4,0.0,6.0,,,5.4,,
Journal of the American Medical Informatics Association,113,6.0,18.0,72.0,4.0,41.0,2.0,5.3,15.9,6.411764705882353,6.0,9.81047488468934,5.7,5.309735,8.681836
Frontiers in Allergy,150,8.0,1.0,93.0,8.0,57.0,0.0,5.3,0.7,12.903225806451612,10.521254636724382,17.157313251455903,8.6,7.01417,11.438209
Metabolites,844,45.0,23.0,478.0,32.0,366.0,13.0,5.3,2.7,56.5020920502092,49.500884364741346,66.0306264056031,6.7,5.865034,7.823534
BMC Sports Science Medicine and Rehabilitation,337,18.0,9.0,337.0,18.0,0.0,0.0,5.3,2.7,18.0,,,5.3,,
Clinical Epidemiology,114,6.0,10.0,47.0,4.0,67.0,2.0,5.3,8.8,14.618434685582212,14.549165742014523,14.688072352699113,12.8,12.762426,12.884274
Chemistry of Materials,191,10.0,3.0,12.0,3.0,179.0,7.0,5.2,1.6,31.368653861480833,31.183592057023873,31.55470076318121,16.4,16.326488,16.520786
Open Veterinary Journal,523,27.0,0.0,0.0,0.0,523.0,27.0,5.2,0.0,82.88718418745518,82.34647288169545,83.43077373823337,15.8,15.745023,15.952347
Aquaculture Nutrition,155,8.0,3.0,26.0,2.0,129.0,6.0,5.2,1.9,22.444448872240375,22.311080309251842,22.57852736564456,14.5,14.394245,14.566792
Journal of Neuro-Oncology,172,9.0,7.0,172.0,9.0,0.0,0.0,5.2,4.1,9.0,,,5.2,,
Sexual Medicine,116,6.0,0.0,48.0,4.0,68.0,2.0,5.2,0.0,14.77691878536702,14.706615976969964,14.847595820649845,12.7,12.678117,12.799652
Frontiers in Neurology,2291,119.0,33.0,1556.0,96.0,735.0,23.0,5.2,1.4,141.3470437017995,133.32847427309915,150.95241886374245,6.2,5.819663,6.588931
Open Medicine,287,15.0,6.0,99.0,6.0,188.0,9.0,5.2,2.1,17.393939393939394,15.0,29.682250517251855,6.1,5.226481,10.342248
ChemPhysChem,116,6.0,6.0,54.0,3.0,62.0,3.0,5.2,5.2,12.826014186658165,12.76191456723732,12.890455012945447,11.1,11.00165,11.112461
Frontiers in Pediatrics,1535,78.0,11.0,998.0,73.0,537.0,5.0,5.1,0.7,112.27955911823648,104.45571508133156,121.86131228107783,7.3,6.804933,7.938848
Clinical Cosmetic and Investigational Dermatology,412,21.0,4.0,172.0,14.0,240.0,7.0,5.1,1.0,33.53488372093024,25.784543638062864,45.67493352775,8.1,6.258384,11.086149
Tropical Medicine and Infectious Disease,355,18.0,1.0,191.0,13.0,164.0,5.0,5.1,0.3,24.162303664921467,19.593450804755896,31.52450347194887,6.8,5.519282,8.880142
Addiction Science & Clinical Practice,140,7.0,5.0,140.0,7.0,0.0,0.0,5.0,3.6,7.0,,,5.0,,
Journal of Cancer,600,30.0,26.0,0.0,0.0,600.0,30.0,5.0,4.3,95.09045987088547,94.47014097326438,95.71408077043981,15.8,15.745023,15.952347
Translational Cancer Research,635,32.0,32.0,0.0,0.0,635.0,32.0,5.0,5.0,100.6374033633538,99.98089919670481,101.29740214871546,15.8,15.745023,15.952347
Skin Research and Technology,342,17.0,4.0,154.0,12.0,188.0,5.0,5.0,1.2,26.64935064935065,20.485161637002374,36.67606328722546,7.8,5.989813,10.723995
Transfusion,100,5.0,3.0,60.0,4.0,40.0,1.0,5.0,3.0,10.339363991392364,10.298009398217626,10.38093871802932,10.3,10.298009,10.380939
Archives of Dermatological Research,120,6.0,3.0,120.0,6.0,0.0,0.0,5.0,2.5,6.0,,,5.0,,
Brazilian Journal of Otorhinolaryngology,164,8.0,0.0,0.0,0.0,164.0,8.0,4.9,0.0,25.991392364708695,25.821838532692265,26.161848743920217,15.8,15.745023,15.952347
Antioxidants,1667,82.0,6.0,985.0,58.0,682.0,24.0,4.9,0.4,98.24008138351984,89.31628957241337,109.50548364833455,5.9,5.357906,6.569015
Cancer Reports,324,16.0,7.0,144.0,10.0,180.0,6.0,4.9,2.2,22.5,16.867851169920222,32.159756756400924,6.9,5.206127,9.925851
Brain and Behavior,756,37.0,20.0,312.0,23.0,444.0,14.0,4.9,2.6,55.73076923076923,45.03176620108485,71.03395788339294,7.4,5.956583,9.396026
RSC Advances,4574,222.0,56.0,2528.0,118.0,2046.0,104.0,4.9,1.2,222.0,222.0,230.96145691882103,4.9,4.85352,5.049442
BMC Medical Ethics,183,9.0,2.0,183.0,9.0,0.0,0.0,4.9,1.1,9.0,,,4.9,,
The Clinical Respiratory Journal,144,7.0,3.0,66.0,7.0,78.0,0.0,4.9,2.1,15.272727272727273,11.08195900209623,22.843770076275405,10.6,7.695805,15.863729
JBMR Plus,227,11.0,5.0,162.0,9.0,65.0,2.0,4.8,2.2,12.633540372670808,11.0,15.683031352808248,5.6,4.845815,6.908824
Internet Interventions,105,5.0,6.0,0.0,0.0,105.0,5.0,4.8,5.7,16.640830477404958,16.532274670321268,16.749964134826968,15.8,15.745023,15.952347
International Journal of Integrated Care,105,5.0,1.0,18.0,4.0,87.0,1.0,4.8,1.0,17.788116681278396,17.698170441123338,17.878541711713773,16.9,16.8554,17.027183
Haematologica,352,17.0,4.0,171.0,16.0,181.0,1.0,4.8,1.1,32.96875,26.432386446180065,42.953293381165366,9.4,7.509201,12.20264
Tropical Animal Health and Production,126,6.0,10.0,126.0,6.0,0.0,0.0,4.8,7.9,6.0,,,4.8,,
Journal of the International AIDS Society,187,9.0,7.0,106.0,9.0,81.0,0.0,4.8,3.7,15.877358490566039,12.67019465338643,21.436358783562774,8.5,6.775505,11.463293
Journal of Clinical Laboratory Analysis,149,7.0,2.0,73.0,5.0,76.0,2.0,4.7,1.3,10.277777777777779,7.281895352130527,16.588613708859747,6.9,4.887178,11.133298
Archives of Medical Science,150,7.0,3.0,62.0,6.0,88.0,1.0,4.7,2.0,14.516129032258064,9.969790686165322,23.203157723350852,9.7,6.646527,15.468772
Clinical Rheumatology,128,6.0,33.0,128.0,6.0,0.0,0.0,4.7,25.8,6.0,,,4.7,,
Journal of Diabetes,129,6.0,3.0,57.0,4.0,72.0,2.0,4.7,2.3,9.052631578947368,6.0,16.024289224876846,7.0,4.651163,12.42193
American Journal of Preventive Cardiology,170,8.0,1.0,1.0,1.0,169.0,7.0,4.7,0.6,27.783812863632743,27.60908970746947,27.95946608367388,16.3,16.240641,16.446745
Regenerative Therapy,233,11.0,1.0,0.0,0.0,233.0,11.0,4.7,0.4,36.926795249860525,36.685904744617666,37.168968032520795,15.8,15.745023,15.952347
European Journal of Pediatrics,371,17.0,8.0,371.0,17.0,0.0,0.0,4.6,2.2,17.0,,,4.6,,
Neurological Sciences,152,7.0,4.0,152.0,7.0,0.0,0.0,4.6,2.6,7.0,,,4.6,,
European Journal of Applied Physiology,151,7.0,9.0,151.0,7.0,0.0,0.0,4.6,6.0,7.0,,,4.6,,
Endocrine Connections,157,7.0,1.0,1.0,0.0,156.0,7.0,4.5,0.6,24.723519566430223,24.56223665304874,24.88566100031435,15.7,15.644737,15.850739
Frontiers in Rehabilitation Sciences,202,9.0,0.0,126.0,9.0,76.0,0.0,4.5,0.0,14.428571428571427,11.890334120540857,18.89417870123583,7.1,5.886304,9.353554
Food Science and Biotechnology,111,5.0,0.0,111.0,5.0,0.0,0.0,4.5,0.0,5.0,,,4.5,,
Journal of Animal Science,199,9.0,11.0,115.0,7.0,84.0,2.0,4.5,5.5,12.11304347826087,9.502757884604991,17.108098919746347,6.1,4.775255,8.597035
Journal of Diabetes Investigation,242,11.0,4.0,122.0,8.0,120.0,3.0,4.5,1.7,15.933884297520661,12.065517680390755,23.006586490013976,6.6,4.985751,9.506854
Open Life Sciences,266,12.0,3.0,86.0,6.0,180.0,6.0,4.5,1.1,18.558139534883722,12.0,31.913365513699635,7.0,4.511278,11.997506
ChemSusChem,265,12.0,1.0,120.0,7.0,145.0,5.0,4.5,0.4,16.0625,12.0,25.80810215743337,6.1,4.528302,9.738906
Vaccines,1541,69.0,12.0,929.0,55.0,612.0,14.0,4.5,0.8,91.23250807319698,83.00828609312984,101.67862666890821,5.9,5.386651,6.598224
Neurology,226,10.0,12.0,5.0,0.0,221.0,10.0,4.4,5.3,35.02498605244281,34.796501925152384,35.254686417112,15.5,15.396682,15.599419
Journal of Assisted Reproduction and Genetics,181,8.0,2.0,181.0,8.0,0.0,0.0,4.4,1.1,8.0,,,4.4,,
Journal of The Royal Society Interface,183,8.0,24.0,0.0,0.0,183.0,8.0,4.4,13.1,29.00259026062007,28.813392996845636,29.192794634984143,15.8,15.745023,15.952347
Neurology and Therapy,137,6.0,5.0,137.0,6.0,0.0,0.0,4.4,3.6,6.0,,,4.4,,
Pediatric Research,321,14.0,10.0,321.0,14.0,0.0,0.0,4.4,3.1,14.0,,,4.4,,
Immunity Inflammation and Disease,341,15.0,12.0,128.0,7.0,213.0,8.0,4.4,3.5,18.6484375,15.0,30.128853509988097,5.5,4.398827,8.835441
Osteoarthritis and Cartilage Open,138,6.0,3.0,0.0,0.0,138.0,6.0,4.3,2.2,21.870805770303658,21.72813242385081,22.01423857720116,15.8,15.745023,15.952347
Medical Science Educator,140,6.0,1.0,140.0,6.0,0.0,0.0,4.3,0.7,6.0,,,4.3,,
Brain Behavior & Immunity - Health,231,10.0,4.0,0.0,0.0,231.0,10.0,4.3,1.7,36.60982705029091,36.371004274706785,36.849921096619326,15.8,15.745023,15.952347
Journal of Pharmaceutical Analysis,115,5.0,3.0,0.0,0.0,115.0,5.0,4.3,2.6,18.225671475253048,18.106777019875672,18.345198814334296,15.8,15.745023,15.952347
IJID Regions,234,10.0,2.0,0.0,0.0,234.0,10.0,4.3,0.9,37.08527934964533,36.84335497957311,37.32849150047153,15.8,15.745023,15.952347
Biological Psychiatry Global Open Science,163,7.0,8.0,0.0,0.0,163.0,7.0,4.3,4.9,25.832908264923887,25.664388297736824,26.002325275969483,15.8,15.745023,15.952347
European Radiology Experimental,188,8.0,21.0,188.0,8.0,0.0,0.0,4.3,11.2,8.0,,,4.3,,
National Science Review,575,25.0,19.0,354.0,22.0,221.0,3.0,4.3,3.3,35.73446327683616,31.148375773271148,42.398199024069356,6.2,5.417109,7.3736
Behavioral Sciences,1741,74.0,23.0,968.0,57.0,773.0,17.0,4.3,1.3,102.51756198347107,92.3454390719445,115.38542900367605,5.9,5.304161,6.627538
Journal of Sleep Research,115,5.0,9.0,59.0,4.0,56.0,1.0,4.3,7.8,12.87510958794931,12.817213157504675,12.93331420524105,11.2,11.145403,11.24636
World Journal of Surgical Oncology,480,20.0,3.0,480.0,20.0,0.0,0.0,4.2,0.6,20.0,,,4.2,,
Cancer Medicine,1318,56.0,38.0,483.0,34.0,835.0,22.0,4.2,2.9,92.77846790890268,76.42488047817028,114.79329972664375,7.0,5.798549,8.709659
Brazilian Journal of Medical and Biological Research,142,6.0,3.0,68.0,4.0,74.0,2.0,4.2,2.1,8.352941176470587,6.0,14.487198572366125,5.9,4.225352,10.202253
Revista Brasileira de Enfermagem,236,10.0,3.0,68.0,10.0,168.0,0.0,4.2,1.3,34.705882352941174,23.75706612969563,51.99599059509892,14.7,10.066553,22.032199
Molecules,7085,301.0,31.0,4084.0,216.0,3001.0,85.0,4.2,0.4,374.83753981867187,355.4558613417373,396.74275825712294,5.3,5.01702,5.599757
Veterinary and Animal Science,118,5.0,0.0,0.0,0.0,118.0,5.0,4.2,0.0,18.701123774607478,18.579127724741994,18.823769218186495,15.8,15.745023,15.952347
Innovation in Aging,118,5.0,0.0,73.0,4.0,45.0,1.0,4.2,0.0,6.465753424657534,5.0,9.966634498140166,5.5,4.237288,8.4463
Yonsei Medical Journal,119,5.0,1.0,119.0,5.0,0.0,0.0,4.2,0.8,5.0,,,4.2,,
Ciência & Saúde Coletiva,165,7.0,0.0,165.0,7.0,0.0,0.0,4.2,0.0,7.0,,,4.2,,
European Journal of Investigation in Health Psychology and Education,260,11.0,3.0,155.0,9.0,105.0,2.0,4.2,1.2,15.096774193548388,12.238730398415434,20.19935131317649,5.8,4.707204,7.768981
Health Economics Review,123,5.0,2.0,123.0,5.0,0.0,0.0,4.1,1.6,5.0,,,4.1,,
Journal of Patient-Reported Outcomes,197,8.0,9.0,197.0,8.0,0.0,0.0,4.1,4.6,8.0,,,4.1,,
Digestive Diseases and Sciences,145,6.0,5.0,145.0,6.0,0.0,0.0,4.1,3.4,6.0,,,4.1,,
Bioactive Materials,536,22.0,4.0,0.0,0.0,536.0,22.0,4.1,0.7,84.9474774846577,84.39332593611618,85.5045788215929,15.8,15.745023,15.952347
Diabetes Therapy,176,7.0,6.0,176.0,7.0,0.0,0.0,4.0,3.4,7.0,,,4.0,,
JAMIA Open,175,7.0,35.0,68.0,5.0,107.0,2.0,4.0,20.0,12.985074626865671,8.455626308638287,22.450891895354843,7.4,4.831786,12.829081
International Journal of Immunopathology and Pharmacology,100,4.0,3.0,17.0,1.0,83.0,3.0,4.0,3.0,14.154180282139157,14.068369501301573,14.240447839910841,14.2,14.06837,14.240448
Statistics in Medicine,154,6.0,53.0,80.0,5.0,74.0,1.0,3.9,34.4,8.363636363636363,6.152771400215961,14.274801851255939,5.4,3.995306,9.269352
CNS Neuroscience & Therapeutics,668,26.0,28.0,283.0,16.0,385.0,10.0,3.9,4.2,37.76678445229682,29.51215669931446,50.59458932357762,5.7,4.417988,7.57404
Research,337,13.0,7.0,44.0,4.0,293.0,9.0,3.9,2.1,50.435841236949074,50.132918841944104,50.74037610956478,15.0,14.876237,15.056491
Journal of Nanobiotechnology,1037,40.0,7.0,1037.0,40.0,0.0,0.0,3.9,0.7,40.0,,,3.9,,
Alzheimer s & Dementia Translational Research & Clinical Interventions,154,6.0,4.0,82.0,6.0,72.0,0.0,3.9,2.6,11.268292682926829,8.445430645062807,16.841777421888416,7.3,5.484046,10.936219
Saudi Pharmaceutical Journal,154,6.0,0.0,15.0,3.0,139.0,3.0,3.9,0.0,25.02928987008847,24.88558265880625,25.17376204515189,16.3,16.159469,16.346599
BJPsych Open,285,11.0,15.0,165.0,10.0,120.0,1.0,3.9,5.3,17.407407407407405,14.064577147626165,23.186775950752047,6.1,4.934939,8.135711
International Journal of Surgery,814,32.0,16.0,0.0,0.0,814.0,32.0,3.9,2.0,129.00605722483462,128.16449125372867,129.85210291189668,15.8,15.745023,15.952347
Journal of Gastrointestinal Oncology,259,10.0,5.0,1.0,0.0,258.0,10.0,3.9,1.9,40.88889774448075,40.622160618503685,41.15705473128912,15.8,15.684232,15.890755
The Indian Journal of Medical Research,133,5.0,0.0,0.0,0.0,133.0,5.0,3.8,0.0,21.078385271379613,20.940881249073605,21.21662123744749,15.8,15.745023,15.952347
