funder_name,country,total_articles,open_data_articles,open_code_articles,open_data_pct,open_code_pct,funder_type,funder_id,is_alias_group,pdf_covered,xml_only,aggregated_works_count,corrected_od,corrected_pct,ci_lo_pct,ci_hi_pct
United Soybean Board,USA,278,60,18,21.6,6.5,,F4320313191,False,8,270,1713,60.0,21.6,21.6,21.6
State Key Laboratory for Agrobiotechnology,China,107,23,1,21.5,0.9,,F4320328923,False,4,103,273,23.0,21.5,21.5,21.5
"Ministrstvo za visoko šolstvo, znanost in tehnologijo",SI,121,26,3,21.5,2.5,,F4320327264,False,6,115,1019,26.0,21.5,21.5,21.5
Koneen Säätiö,Finland,335,72,26,21.5,7.8,,F4320323433,False,19,316,2952,72.0,21.5,21.5,21.5
Thomas F. and Kate Miller Jeffress Memorial Trust,USA,135,29,12,21.5,8.9,,F4320309424,False,4,131,1120,29.0,21.5,21.5,21.5
State Key Laboratory of Pathogen and Biosecurity,China,149,32,1,21.5,0.7,,F4320329258,False,8,141,305,32.0,21.5,21.5,21.5
Pew Charitable Trusts,USA,857,184,128,21.5,14.9,,F4320306148,False,30,827,3781,184.0,21.5,21.5,21.5
Hessisches Ministerium für Wissenschaft und Kunst,Germany,447,96,48,21.5,10.7,,F4320321961,False,35,412,1500,96.0,21.5,21.5,21.5
Hainan University,China,492,106,9,21.5,1.8,,F4320323370,False,29,463,2870,106.0,21.5,21.5,21.5
Gladstone Institutes,USA,233,50,31,21.5,13.3,,F4320310168,False,5,228,849,50.0,21.5,21.5,21.5
Pediatric Brain Tumor Foundation,USA,107,23,6,21.5,5.6,,F4320306797,False,5,102,425,23.0,21.5,21.5,21.5
Hyundai Hope On Wheels,USA,261,56,16,21.5,6.1,,F4320337586,False,13,248,708,56.0,21.5,21.5,21.5
